EventId;ProcessId;EventType;Severity;EventDescription;KB_URL
L2CPD_ASSERT_SOFT;L2CPD;Process Error;3;The source code for the Layer 2 Control Protocol process (l2cpd) includes internal self-consistency tests. The l2cpd process with the indicated executable name and process ID (PID) terminated because the indicated type of check failed at the indicated line number in the indicated source file. The process continued to run, but created a diagnostic core file for analysis by technical support personnel.;KB18938
L2CPD_PPM_WRITE_ERROR;L2CPD;Write error;3;The Layer 2 Control Protocol process (l2cpd) could not write a message on the pipe to the periodic packet management process (ppmd).;KB18939
L2CPD_SCHED_SLIP;L2CPD;Scheduler slip;3;L2CPD delayed an event, such as issuing an adjacency establishment message, that was supposed to occur at a particular time. The event did not occur at the right time.;KB18940
L2CPD_SYSTEM_CALL_FAILED;L2CPD;System call error;3;A system call made by the layer 2 control protocol process (L2CPD) failed.;KB18941
L2TPD_EVLIB_CREATE_FAILED;L2TPD;Process Error;3;The Layer 2 Tunneling Protocol process (l2tpd) could not create a context for handling asynchronous events.;KB18942
L2TPD_SERVER_START_FAILED;L2TPD;Initialization Error;3;The Layer 2 Tunneling Protocol (L2TP) server did not start.;KB18943
LACPD_DAEMONIZE_FAILED;LACPD;Initialization Error;3;The Link Aggregation Control Protocol process (lacpd) could not create a version of itself to run in the background as a daemon.;KB18944
LIBESPTASK_SNMP_CONN_PROG;LIBESPTASK;Communication Error;3;The indicated error occurred while the process using libesptask was connecting to the Simple Network Management Protocol (SNMP) master agent.;KB18945
LIBESPTASK_SNMP_SOCKOPT_RECVBUF;LIBESPTASK;Initialization error;3;The process using libesptask could not set the size of the kernel receive buffer, which allows it to accept the largest possible packet from the Simple Network Management Protocol (SNMP) master agent.;KB18946
LIBESPTASK_SNMP_SOCKOPT_SENDBUF;LIBESPTASK;Initialization error;3;The process using libesptask could not set the size of the kernel send buffer, which allows it to send the largest possible packet to the Simple Network Management Protocol (SNMP) master agent.;KB18947
LIBJNX_DEFAULT_IP_ADDR_NOT_SET;LIBJNX;Initialization Error;3;A JUNOS process could not retrieve the system default IP address from the kernel, because the address is not defined there.;KB18948
LIBJNX_EVLIB_FAILURE;LIBJNX;Process Error;3;A JUNOS process called the indicated function in the event library. The function failed for the indicated reason.;KB18949
LIBJNX_EXEC_SIGNALED;LIBJNX;Internal Software Failure;3;A JUNOS process created a child process to execute the indicated command for it. The child process received the indicated signal and exited.;KB18950
LIBJNX_REPLICATE_RCP_ERROR;LIBJNX;Process Error;3;The rcp command failed during replication.;KB18951
LIBJNX_SNMP_ENGINE_FILE_FAILURE;LIBJNX;Process Error;3;A JUNOS process could not perform the indicated operation on the indicated SNMP engine data file.;KB18952
LIBJNX_SNMP_ENGINE_SCAN_FAILURE;LIBJNX;Scan operation failure;2;A JUNOS process could not perform the scan operation on the indicated SNMP engine data file.;KB18953
LIBJNX_SOCKET_FAILURE;LIBJNX;Socket Failure;3;Various system processes use Transmission Control Protocol (TCP), User Datagram Protocol (UDP), and Reliable Data Protocol (RDP) sockets. The indicated socket operation failed for the indicated reason.;KB18954
LIBJSNMP_NS_LOG_EMERG;LIBJSNMP;Log error;3;SNMP errors with LOG_EMERG as severity;KB18955
LIBJSNMP_NS_LOG_ERR;LIBJSNMP;Log Error;3;SNMP errors with LOG_ERR as severity;KB24835
LIBMSPRPC_CLIENT_INIT_FAILED;MSPINFO;Initialization error;3;A JUNOS process (mspinfo) could not establish initialization of the RPC client.;KB18956
LIBMSPRPC_CLIENT_KCOM_FAILED;MSPINFO;Initialization error;3;A JUNOS process (mspinfo) could not establish initialization of the kcom subsystem.;KB18957
LIBMSPRPC_CLIENT_KCOM_NO_IF;MSPINFO;Process Error;3;A JUNOS process (mspinfo) could not found any configured and active extension-provider interfaces.;KB18958
LIBMSPRPC_CLIENT_NO_CONNECTION;MSPINFO;Initialization error;3;Remote execution of the command given from the RE to the PIC failed, can not connect to the PIC.;KB18959
LIBMSPRPC_CLIENT_NO_REPLY;MSPINFO;Session error;3;Remote execution of the command given from the RE to the PIC failed, no reply from the PIC.;KB18960
LIBMSPRPC_CLIENT_PIC_DOWN;MSPINFO;Response failure;3;Remote execution of the command given from the RE to the PIC failed, the PIC is down.;KB18961
LIBMSPRPC_CLIENT_WRONG_OUTPUT;MSPINFO;Unexpected output;3;Remote execution of the command given from the RE to the PIC failed, PIC returned unexpected output.;KB18962
LIBSERVICED_CLIENT_CONNECTION;SERVICED;Connection error;3;An attempt to establish a client connection failed.;KB18963
LIBSERVICED_SOCKET_BIND;SERVICED;Bind failure;3;An attempt to bind a server socket for receiving client requests failed.;KB18964
LIBSERVICED_SOCKET_PRIVATIZE;SERVICED;Initialization error;3;An attempt to attach a socket to the management routing instance for communication between the Routing Engine and GGSN-C PICs failed.;KB18965
LICENSE_EXPIRED;LICENSE;License error;4;A time-based license for a feature has expired. The feature will remain inactive until a new license is installed.;KB18966
LICENSE_GRACE_PERIOD_APPROACHING;LICENSE;License error;2;The grace period for a licensabl feature is about to expire. Unless a new license is installed, the feature will become inactive once the grace period expires.;KB18967
LICENSE_GRACE_PERIOD_EXCEEDED;LICENSE;License error;2;The grace period for a scale license is about to expire. Unless the scale license is upgraded, the license will scale back to the licensed limit once the grace period expires.;KB18968
LICENSE_GRACE_PERIOD_EXPIRED;LICENSE;License error;4;The grace period for a licensable feature has expired. Strict license enforcement will remain active until a new license is installed.;KB18969
LICENSE_NEARING_EXPIRY;LICENSE;License error;2;A time-based license for a feature is about to expire. Unless a new license is installed, the feature will become inactive once the license expired.;KB18970
LICENSE_SOCKET_FAILURE;AUTHD;License Error;4;The indicated process encountered a system error when manipulating a socket.;KB19545
LLDPD_SYSTEM;LLDPD;Process error;3;A system call made by the Link Layer Discovery Protocol process (LLDPD) failed.;KB18971
LPDFD_DYN_PDB_OPEN_FAILED;LPDFD;Database failure;3;The local policy decision function process (lpdfd) failed to open the profile database.;KB18972
LPDFD_DYN_REGISTER_FAILED;LPDFD;Register Failure;3;The local policy decision function process (lpdfd) failed to register with the dynamic configuration subsystem.;KB18973
LPDFD_DYN_SDB_OPEN_FAILED;LPDFD;Database failure;3;The local policy decision function process (lpdfd) failed to open the session database.;KB18974
LPDFD_PCONN_SERVER;LPDFD;Initialization error;3;The local policy decsion function process (lpdfd) pconn server failed to initialize;KB18975
LPDFD_RTSOCK_OPEN_FAILURE;LPDFD;Socket Failure;3;The Local Policy Decision Function (LPDF) services process could not successfully open a routing socket to the kernel. The error string accompany this log entry indicates the specific error.;KB18976
PFE crash;PFED;PFE Crash;2;Any PFE board crash that occurs in conjunction with a system exception message.;KB18987
 .*ichip_f_check_dest_errors.*;PFED;ASIC Error;2;FPC is reporting a bad fabric connection to one or more destinations.  Another FPC is likely to be causing the packet corruption.;KB18988
 .*imq_stream_disable_stream.*;PFED;I-chip wedge;2;I-chip wedge issue described in PR/277853, which can lead to packet corruption or packet loss.  Event trigger will contain the string: imq_stream_disable_stream.;KB18989
 .*L2 Cache Single-bit ECC errors.*;PFED;Component Failure;2;PFE component is reporting that L2 Cache Single-bit ECC errors were detected in the last 30 seconds.  If problem persists, this is likely to result in a component crash or failure.;KB18990
 .*Correctable ECC.*;PFED;Multiple Correctable ECC Error;2;PFE board is reporting Multiple Correctable ECC memory errors.;KB18991
 .*UnCorrectable ECC.*;PFED;Multiple UnCorrectable ECC Error;2;PFE board is reporting Multiple UnCorrectable ECC memory errors.;KB18992
 .*new crcerror errors in NLIF.*;PFED;ASIC Error;2;Outbound FPC  is reporting a corrupt packet received on the Nchip to Lchip interface.  Another FPC is likely to be causing the packet corruption.;KB18993
 ASIC Initialization Error;PFED;ASIC Initialization Error;2;Sample message:  router-name fpc5 CMG: Fatal ASIC initialization error, Offlining FPC;KB18994
 CMRFEB: Fatal HSL2 errors for FPC;PFED;ASIC Error;2;A switching board (e.g., FEB) is reporting a bad fabric connection to an FPC.;KB18995
 JBUS error;PFED;JBUS Error;2;An error occurred on the FPC control bus used for packet memory allocation.;KB18996
 NFAB(x/y): z new CRC errors detected;PFED;ASIC Error;2;Fabric connection to ingress FPC  is reporting a bad connection.;KB18997
 Packet drop in Ichip;PFED;ICHIP Error;2;The Ichip packet writer drop counter is incrementing, possibly indicating packet drops which may, but not necessarily, be due to a faulty switching board.;KB18998
 SDRAM ECC Error;PFED;SDRAM ECC Error;2;Sample message:  router-name  fpc0 ADPC: detected 1 DDR SDRAM Single-bit ECC errors in the last 30 seconds;KB18999
 SRAM Parity Error;PFED;CCHIP SRAM Parity Error;2;Sample message:  router-name ssb CCHIP: %PFE-3: SRAM parity error 0x80000 bank 0x1;KB19000
 TOXIC SFP;PFED;PFE Error;2;The TOXIC SFP message is logged when an SFP I2C (the bus via which the router monitors the SFP and updates diagnostic data) transaction fails.  Junos then marks the SFP as toxic.;KB19001
 Uncorrectable ECC Error;PFED;Uncorrectable ECC Error;2;Sample message: router-name ssb BCHIP 2: multiple uncorrectable ECC error;KB19002
SHEAF: possible leak.*;PFED;SHEAF Leak Error;2;Possible FPC SHEAF memory leak;KB19003
.* LCHIP.*new errors in LSIF.*;PFED;ASIC Error;3;FPC is reporting LCHIP interface errors.;KB19004
.* RT: Failed prefix change.*;PFED;PFE Error;2;The messages mean that the RE is trying to delete routes from the PFE, but it can't because the routes aren't there. These messages typically occur when the PFE runs out of memory.  A great example is when you bring up too many BGP peers. The number of routes the RE can hold surpasses the number the PFE can hold and so the PFE runs out of memory. The PFE can't add the routes, so later when the RE goes to remove the routes, the prefix is unknown.;KB19005
.*%PFE-.* PIO Read error.*;PFED;Read Error;2;PIO read error could indicate a hardware issue with the PIC.;KB19006
.*CCHIP: .*abnormal discard seen.*;PFED;ASIC Error;2;PFE board is reporting CCHIP abnormal discard errors.;KB19007
.*clock error.*;PFED;Clock Error;3;Clock error reported on PFE board.;KB19008
.*CRC link error detected  for  FPC;PFED;CRC Error;4;Errors are a result of HSL CRC errors sent from Switch Fabric to DPC.;KB19554
.*DFW: jtree cutover failed.*;PFED;PFE Error;2;Firewall filter configuration cannot be applied due to insufficient amount of contiguous memory on the sram.;KB19009
.*HSL2: HSL2 detected fatal error.*;PFED;PFE Error;2;FPC detected fatal HSL2 error.;KB19010
.*ICHIP:.* New illegal link errors in WO DESRD.*;PFED;I-Chip DESRD Error;3;Potential ICHIP stream problem possibly due to IFL flooding.  Potential match with PR/289104 -- may need software upgrade.;KB19011
.*ICHIP:.*New packet errors in WO HDRF, iwo_hdrf_poll_stats.*;PFED;HDRF FIFO Error;3;Potential ICHIP stream problem possibly due to IFL flooding.  Potential match with PR/289104 -- may need software upgrade.;KB19012
.*mrvl_brg_port_stg_cist_init.*;PFED;Initialization Error;4;Initialization Warning message pertaining to MSTP/STP/RSTP configured ports for any spanning tree groups shared common IST(CIST).;KB18120
.*mrvl_dfw_log_effuse_status: Firewall rows.*;PFED;TCAM Error;2;The TCAM error messages listed indicate a permanent non-fixable error with TCAM, if they persist after rebooting the EX Switch or Virtual Chassis (VC).  These errors are TCAM hardware issues on this FPC and are not harmless. ACLs will be unreliable on this FPC.;KB21610
.*RCHIP.*: SRAM parity error.*;PFED;RCHIP SRAM Parity Error;2;SRAM parity error detected on FPC RCHIP.;KB19014
.*RSMON: Resource Category:jtree Instance.*less than LWM limit.*;PFED;Memory shortage;1;RSMON is reporting critical jtree memory resource shortage.;KB19015
.*SRCHIP.*: SRAM parity error.*;PFED;SRCHIP SRAM parity error;2;The FPC SRCHIP has detected an SRAM parity error.;KB19017
COSMAN-FPC allocation of scheduler failed for stream type;PFED;IQ2 PIC Scheduler Allocation Error;3;The COSMAN-FPC allocation failure event message is generated when a scheduler has to be allocated, but the action results in failure.;KB21386
CXGE_SPI42: cxge_spi42_update_errors: snk: pkt end with eop abort;PFED;S2HX FPGA error;2;The S2HX FPGA is reporting it received an invalid cell.  This does not mean the chip caused the error, only that it is reporting it.;KB23729
DFPGA got error events on non-zero link in last one second;PFED;PIC Error;3;"The ""DFPGA got .* error events on non-zero link in last one second"" message reports that the associated PIC has sent the stated number of spurious interrupts.";KB26875
Errors ucode data error;PFED;ucode data error;3;"The ""Errors ucode data error"" message is logged each time an ASIC fails its periodic code check.";KB20390
EZsrhStruct_StatEntry_DoesExist failed;PFED;PIC Error;3;The message is emitted by the interface statistics module. The module is expecting a particular interface to be present, and did not find the data structure for that interface.;KB22920
Failed to find MC RT_NH entry:.*;PFED;PFE Error;4;Informational message logged when multicast next-hop traffic ages from the switch routing tables.;KB19018
Fatal Error Encountered by .*;PFED;MQCHIP Error;3;"The ""Fatal Error Encountered by"" message reports that the specified hardware is not able to handle some transit traffic internally.";KB26111
HSR.Too many crc errors;PFED;CRC Link Error;3;"The ""HSR: Too many crc errors"" message reports that  the indicated part in the message has gone into link error and may require reseating and/or replacement. It may also indicate a false alarm thrown by the SIB/FPC.";KB27354
ICHIP IMQ: error sid detected;PFED;ICHIP Error;3;"The ""error sid .* detected"" message is reporting that the Packet Forwarding Engine (PFE) is receiving instuctions from the IMQ (Inbound Message Queuing) to forward data to a SID (system ID) that is either a duplicate or that does not exist.  The ICHIP is only reporting the condition.  It is not the cause of the issue.";KB23138
ICHIP(.) Queue Wedge detected in physical queue;pfed;ICHIP Queue Wedge Error;3;"The ""Queue Wedge detected in physical queue"" message indicates that there was traffic queued on a specific interface queue that was being dropped.";KB25015
ICHIP(.) Queued traffic in physical queue .* not transmitted;pfed;ICHIP Queue Fault Error;3;This message reports that ICHIP Queued traffic in a physical queue is not being transmitted.  When this condition is seen, the router will automatically change the COS configuration for the queue in order to force the queue to empty. The COS parameters will then be restored again after one second.;KB21135
ICHIP(.*)_REG_ERR:.*;PFED;ICHIP Error;3;An ICHIP(.*)_REG_ERR message occurs when an ICHIP reports an issue detected on an incoming fabric stream. The ICHIP is only reporting the event, and is not the source of the fabric issue.;KB21049
LUCHIP Wedge Detected, Active Zones;PFED;LU Chip Error;3;"The ""Wedge Detected, Active Zones"" message reports transit traffic congestion on the associated LU chip on the FPC listed in the syslog message.";KB26177
MQCHIP timed out waiting for phy_stream;PFED;MQCHIP Error;3;"The ""timed out waiting for phy_stream"" syslog message reports an error found by the MQ chip in the traffic stream.  Most likely the error occurred elsewhere, as the MQ chip is only detecting the issue.";KB23096
MQCHIP(.) FI Link Sanity;PFED;MQCHIP Link Sanity Check Error;3;"The ""FI Link sanity checks"" message reports that there could have been corrupted packet identified by the FPC/MPC during the process of internal sanity checks at each block in the FPC/MPC.";KB29490
MQCHIP(.) FI Reorder cell timeout;PFED;MQCHIP-ICHIP Interaction Error;3;"The ""FI Reorder cell timeout"" message reports there was a packet drop in fabric traffic.";KB26097
MQCHIP(.) FI Reorder Enqueuing error;PFED;MQCHIP Internal Queuing Error;3;"The ""FI Enqueuing error"" message reports ASIC chip has an internal queue error of the packet stream transversing the chip.";KB29485
MQCHIP(.*) FI Link cp freepool becomes empty;PFED;MQCHIP freepool becomes empty Error;3;"The ""FI Link cp freepool becomes empty"" message reports that the MQ chip on the associated FPC is experiencing a hardware issue handling transit cell traffic.";KB28429
MQchip.*XE.*Throttle: Last.*seconds have seen interrupt throttling at;PFE;MQ chip Error;3;The MQ chip has limited the number of interrupts being triggered on the PFE.;KB21554
PIO error indicated;PFED;PIO Error;3;"The ""PIC [number] PIO error indicated "" message may report that the indicated PIC had connectivity issues or has experienced a hardware failure.";KB27382
PIO Write error;PFED;Write Error;2;The  PIO Write error message is logged when there is a problem with the input / output of an interface.  This condition will likely stop traffic from passing on that interface.;KB27634
port command handler failed  processing cmd;PFED;Polling Error;2;This message is seen when there is an error with incorrect polling status for SFP on copper interfaces.;KB25920
PPE PPE HW Fault Trap;PFED;HW Fault Trap;3;A trap occurred when microcode attempted to interpret data past the end of the packet.  This can also been seen in connection with this syslog message:  fpc1 LU 1 PPE_12 Errors lmem addr error;KB22088
Reflective Relay set Failed;PFE;Software Failure;3;Reflective Relay failed to be enabled on the specified interface.;KB22062
Route TCAM rows could not be redirected on device.*;PFED;TCAM Error;2;The TCAM error messages listed indicate a permanent non-fixable error with TCAM, if they persist after rebooting the EX Switch or Virtual Chassis (VC).  These errors are TCAM hardware issues on this FPC and are not harmless. ACLs will be unreliable on this FPC.;KB19020
SIB_STATE_ONLINE -> SIB_STATE_OFFLINE_ACK_WAIT;PFED;SIB Error;3;"When a ""state transition SIB_STATE_ONLINE -> SIB_STATE_OFFLINE_ACK_WAIT"" event occurs, a message similar to one of the following is reported:";KB22898
SONN errors;PFED;Hardware Change;3;"The ""SONN errors"" message is logged periodically when the FPC looses track of notification cell traffic, and reports the  number of frames dropped.";KB21933
SRCHIP(.): RKME int_status1 0x100;PFED;SRCHIP Error;3;RKME is a key match engine located in the FPC SRCHIP/RCHIP hardware. The RKME engine received the error interrupt shown.;KB23011
XMCHIP(.): FI: Reorder cell timeout;PFED;XMCHIP Error;3;"The ""XMCHIP(.): FI: Reorder cell timeout"" message reports there was a packet drop in fabric traffic.";KB28102
PFE_NH_RESOLVE_THROTTLED;PFED;Host Unavailable;3;The Packet Forwarding Engine throttled next-hop resolution requests from the indicated interface, because the high number of requests might constitute an attempted denial-of-service (DoS) attack. Examples of events that generate next-hop resolution requests include an attempt to forward a packet without an Address Resolution Protocol (ARP) entry and receiving a multicast data packet with no matching route. Normally, the Packet Forwarding Engine forwards the requests to the Routing Engine.;KB13562
PFE_PACKET_DISCARD_ERROR;PFED;PFE Packet Discard;3;The counter for tag /pfe-hardware-statistics/fabric-discard from the junoscript call get-pfe-statistics (show pfe statistics) incremented.;KB19332
PIC Crash;PICD;PIC Crash;3;Any PIC crash that occurs in conjunction with a system exception message.;KB18987
PPMD_ASSERT_SOFT;PPMD;Initialization Error;3;The source code for the periodic package management process (ppmd) includes internal self-consistency checks. As the ppmd process with the indicated process ID (PID) executed the binary compiled from the indicated source file, a check failed at the indicated line number in the file. The ppmd process created a diagnostic core file for analysis by technical support personnel and continued to run.;KB19021
PPMD_READ_ERROR;PPMD;Read Error;3;The periodic packet management process (ppmd) could not read a message on a pipe for the indicated protocol.;KB19022
RDD_EVLIB_CREATE_FAILURE;RDD;Initialization Error;3;The redundant interfaces process (rdd) could not create a context used for handling all asynchronous events (such as timers and message availability).;KB19023
Reboot reason(s): 0x2: watchdog;SYSTEM;Watchdog timeout;2;RE watchdog timeout event.  Related to PSN-2008-07-017 and PR/297313.  Event will be triggered by string: Reboot reason(s): 0x2: watchdog.;KB19024
RPD_ABORT;RPD;Daemon Crash;3;The routing protocol process (rpd) terminated because of an internal error.;KB19047
RPD_ACTIVE_TERMINATE;RPD;Daemon Crash;3;After receiving multiple termination requests, the routing protocol process (rpd) exited without performing the indicated cleanup tasks.;KB19048
RPD_ASSERT;RPD;Daemon Crash;3;The source code for the routing protocol process (rpd) includes internal self-consistency checks. A check failed at the indicated line number in the indicated source file, causing the instance of rpd that was using the indicated binary and had the indicated process ID (PID) to terminate. The process created a diagnostic core dump for analysis by technical support personnel.;KB19049
RPD_ASSERT_SOFT;RPD;Daemon Crash;3;The source code for the routing protocol process (rpd) includes internal self-consistency checks. A check failed at the indicated line number in the indicated source file, but the instance of rpd that was using the indicated binary and had the indicated process ID (PID) continued running. The process created a diagnostic core dump for analysis by technical support personnel.;KB19050
RPD_DYN_CFG_BAD_REQ_OPCODE;RPD;Process Error;3;The routing protocol process (rpd) received a dynamic configuration request with an unexpected operation code.;KB19052
RPD_DYN_CFG_BUSY_SIGNAL_FAILED;RPD;Process error;3;The routing protocol process (rpd) failed to notify dynamic configuration clients about its availability to process dynamic configuration requests.;KB19053
RPD_DYN_CFG_GET_PROF_NAME_FAILED;RPD;Process Error;2;The routing protocol process (rpd) tried to get the profile name from the session snapshot and failed.;KB19054
RPD_DYN_CFG_GET_PROFILE_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to load a profile from the database and failed.;KB19055
RPD_DYN_CFG_GET_SES_STATE_FAILED;RPD;Session error;3;The routing protocol process (rpd) failed to get the session state from the session snapshot.;KB19056
RPD_DYN_CFG_GET_SNAPSHOT_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to load client session data from the database and failed.;KB19057
RPD_DYN_CFG_PDB_CLOSE_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to close the profile database and failed.;KB19058
RPD_DYN_CFG_PDB_OPEN_FAILED;RPD;Initialization error;3;The routing protocol process (rpd) tried to open the profile database and failed.;KB19059
RPD_DYN_CFG_PROCESSING_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to process dynamic configuration and failed.;KB19060
RPD_DYN_CFG_REGISTER_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to register with the dynamic configuration subsystem and failed.;KB19061
RPD_DYN_CFG_REQUEST_ACK_FAILED;RPD;Connection error;3;The routing protocol process (rpd) tried to ACK a dynamic configuration request and failed.;KB19062
RPD_DYN_CFG_SCHEMA_OPEN_FAILED;RPD;Session error;3;The routing protocol process (rpd) tried to open the configuration schema and failed.;KB19063
RPD_DYN_CFG_SDB_CLOSE_FAILED;RPD;Session error;3;The routing protocol process (rpd) tried to close the session database and failed.;KB19064
RPD_DYN_CFG_SDB_OPEN_FAILED;RPD;Process Error;3;The routing protocol process (rpd) tried to open the session database and failed.;KB19065
RPD_DYN_CFG_SES_RECOVERY_FAILED;RPD;Session error;2;The routing protcol process (rpd) tried to recover a session and failed.;KB19066
RPD_ISIS_LSPCKSUM;RPD;Software Corruption;3;The indicated IS-IS informational link-state PDU (LSP) failed an internal checksum validity test, implying that it was corrupted.;KB19068
RPD_ISIS_OVERLOAD;RPD;Memory Consumption;2;The IS-IS link-state database is full and no additional memory can be allocated for it.;KB19069
RPD_KRT_KERNEL_BAD_ROUTE;RPD;Route Process Failure;3;As it restarted, the routing protocol process (rpd) could not process a route obtained from the kernel because the route contained references to objects that are no longer valid.;KB19070
RPD_KRT_Q_RETRIES;RPD;Communication Error;3;The routing protocol process (rpd) attempted to update the kernel for indicated times and failed. It will continue retrying .;KB19071
RPD_LMP_UNEXPECTED_OPCODE;RPD;Process Error;3;The routing protocol process (rpd) received the indicated type of message, which had the indicated invalid operation code.;KB19072
RPD_OS_MEMHIGH;RPD;Excessive memory utilization;3;The routing protocol process (rpd) is using the indicated amount and percentage of Routing Engine memory, which is considered excessive.;KB14186
RPD_RT_ERROR;RPD;State Error;3;A route in the routing table was found to be in an unrecoverable error state.;KB19076
RPD_TASK_FORK;RPD;Process Error;3;The routing protocol process failed to create the indicated child process.;KB19077
RT_SCREEN_TCP;RT;Service Attack;2;TCP attack category;KB19078
RT_SCREEN_UDP;RT;Service Attack;2;UDP attack category;KB19079
RTLOGD_DAEMONIZE_FAILED;RTLOGD;Process error;2;The JSR log daemon could not create a version of itself to run in the background as a daemon.;KB19080
RTLOGD_EVLIB_FAILURE;RTLOGD;Process Error;2;The JSR log daemon called the indicated event library function. The function failed with the indicated error.;KB19081
RTLOGD_GET_TNP_ADDRESS_FAILED;RTLOGD;Initialization error;2;JSR log daemon failed to determine local TNP address used to receive JSR log;KB19082
RTLOGD_LOG_BIND_ERROR;RTLOGD;Bind failure;3;JUNOS JSR log daemon receives JSR log from a JSR log forwarder. The JSR log daemon failed to connect to the forwarder.;KB19083
RTLOGD_LOG_READ_ENABLE_ERROR;RTLOGD;Socket Error;2;JUNOS JSR log daemon receives JSR log from a JSR log forwarder. The JSR log daemon failed to enable reading of JSR log from the forwarder.;KB19084
RTLOGD_LOG_READ_ERROR;RTLOGD;Read Error;3;JUNOS JSR log daemon relays JSR logs from the dataplane to the system event daemon for logging. The JSR log daemon fails to read JSR logs for the indicated reason.;KB19085
RTPERF_CPU_THRESHOLD_EXCEEDED;RTPERF;Excessive CPU utilization;3;PFE cpu threshold exceeded;KB19086
SAVAL_RTSOCK_FAILURE;JSAVALD;Socket error;2;The MAC SA Validate system process (jsavald) experienced the indicated error with a routing socket.;KB19087
SDXD_DAEMONIZE_FAIL;SDXD;Process error;2;The Service Deployment System process (sdxd) could not create a version of itself to run in the background as a daemon.;KB19088
SERVICED_CLIENT_DISCONNECTED;SERVICED;Connection error;3;The remote client closed the connection or stopped responding.;KB19089
SERVICED_CLIENT_ERROR;SERVICED;I/O error;3;An I/O error caused the termination of a connection with an interface client.;KB19090
SERVICED_COMMAND_FAILED;SERVICED;Command failure;3;An error caused a command being executed on an interface client to be cancelled.;KB19091
SERVICED_CONNECTION_ERROR;SERVICED;Connection Error;3;The remote client closed the connection when data was expected.;KB19092
SERVICED_EVENT_FAILED;SERVICED;Process Error;3;The Services PICs process (serviced) could not continue processing a task because a call to a function in the event library failed.;KB19093
SERVICED_INIT_FAILED;SERVICED;Initialization error;3;One of the steps in the initialization sequence for the Services PICs process (serviced) failed.;KB19094
SERVICED_INTERNAL_INCONSISTENCY;SERVICED;Process Error;3;An internal consistency check failed due to a mismatch between expected and received values for the specified object.;KB19095
SERVICED_MALLOC_FAILURE;SERVICED;Memorry Error;3;The Services PICs process (serviced) could not allocate the number of bytes needed to hold the indicated object.;KB19096
SERVICED_NETWORK_FAILURE;SERVICED;Process Error;3;An attempt to use the indicated network library call failed with an error.;KB19097
SERVICED_PID_FILE_LOCK;SERVICED;Initialization error;3;As a part of normal startup, the Services PICs process (serviced) locks a file and writes its process ID (PID) into it. It could not lock the file.;KB19098
SERVICED_PID_FILE_UPDATE;SERVICED;Initialization error;3;As a part of normal startup, the Services PICs process (serviced) locks a file and writes its process ID (PID) into it. It could not write to the file.;KB19099
SERVICED_RTSOCK_SEQUENCE;SERVICED;Socket Error;3;The Services PICs process (serviced) encountered a sequence error while receiving messages from the routing socket library.;KB19100
SERVICED_SIGNAL_HANDLER;SERVICED;Initialization error;3;As a part of normal functioning, the Services PICs process (serviced) attempted to initialize a signal-handling function. Part of the initialization failed with an error.;KB19101
SERVICED_SOCKET_CREATE;SERVICED;Initialization error;3;An attempt by the Services PICs process (serviced) to create a new socket for communication with an interface client failed with an error.;KB19102
SERVICED_SOCKET_IO;SERVICED;I/O error;3;A call to a socket library function indicated that an error occurred while attempting to perform I/O.;KB19103
SERVICED_SOCKET_OPTION;SERVICED;Session error;3;An attempt to set an option on a socket failed.;KB19104
SERVICED_STDLIB_FAILURE;SERVICED;Process Error;3;The value returned by a call to a library function indicated that an error occurred.;KB19105
SNMP_PATRICIA_ERROR;SNMPD;Library Function error;3;A call to a patricia tree library function returns an error;KB19106
SNMP_RTSLIB_FAILURE;SNMPD;Socket error;2;A call to the indicated function in the routing socket library failed with the indicated error.;KB19107
SNMPD_FILE_FAILURE;SNMPD;File system error;3;The Simple Network Management Protocol (SNMP) agent process (snmpd) could not access the indicated file.;KB19108
SNMPD_RMONFILE_FAILURE;SNMPD;File system error;3;The indicated operation failed on the indicated remote monitoring (RMON) data file.;KB19109
SNMPD_SOCKET_FATAL_FAILURE;SNMPD;Socket failure;2;The Simple Network Management Protocol (SNMP) agent process (snmpd) uses sockets for communication with subagents. The process exited after a socket operation, such as creation or removal, failed.;KB19111
SNMPD_SUBAGENT_NO_RESOURCES;SNMPD;Capacity exceeded;3;The Simple Network Management Protocol (SNMP) agent process (snmpd) uses certain resources for communication with subagents. Resources were not available for communication with the indicated subagent.;KB19112
SPD_DAEMONIZE_FAILED;SPD;Initializtion Error;3;The adaptive services process (spd) could not create a version of itself to run in the background as a daemon.;KB19113
SPD_EVLIB_CREATE_FAILURE;SPD;Process Error;3;The adaptive services process (spd) could not create a context used for handling all asynchronous events (such as timers and message availability).;KB19114
SPD_GEN_NUM_FAIL;SPD;Initialization error;3;The adaptive services process (spd) attempted to initialize the generation-number for the service sets. However, the memory allocation failed.;KB19115
SYSTEM.*SFP receive power low warning .*;SYSTEM;Low power on SFP;4;SFP receive power low  warning.;KB19016
